scolname,location_country,location_state,location_city,scale_students,scale_faculty
6556school,Czech,little,shoulder,5106,4125
6557school,Dominican Republic,response,commercial,9451,247
6558school,Dominica,hear,enter,2280,4561
6559school,Ecuador,break,price,736,2486
6560school,Denmark,perhaps,involve,8330,4076
6561school,Denmark,agency,walk,4995,535
6562school,Antigua,area,conference,9032,3087
6563school,Antigua,chance,officer,7982,3656
6564school,Cyprus,check,same,5860,533
6565school,Germany,probably,sea,8486,1696
6566school,Georgia,drug,can,7674,2831
6567school,Costa Rica,better,listen,9106,2803
6568school,China,five,pressure,8888,76
6569school,Dominica,option,real,8693,3108
6570school,Afghanistan,his,exactly,4273,3484
6571school,Germany,physical,set,8447,3333
6572school,Dominica,analysis,current,5598,4743
6573school,Dominican Republic,white,each,3180,4171
6574school,Croatia,member,try,7813,2056
6575school,Egypt,note,sit,6778,1418
6576school,Cuba,letter,source,3352,3446
6577school,Argentina,heart,week,4713,2523
6578school,Korea South,necessary,tree,1623,1263
6579school,China,control,remember,4158,1406
6580school,United Kingdom,company,history,3791,4775
6581school,Dominica,artist,room,993,2593
6582school,Gabon,relate,sometimes,9553,3473
6583school,Antigua,plant,before,6286,361
6584school,Djibouti,range,miss,9657,2721
6585school,Congo,marriage,important,6628,682
6586school,France,sell,north,3835,4263
6587school,United States,decide,discussion,8336,68
6588school,Germany,space,this,3032,1013
6589school,Costa Rica,scientist,condition,3539,2569
6590school,Ecuador,audience,risk,1101,1321
6591school,East Timor,cut,civil,2174,2817
6592school,Gabon,quite,guess,5199,2861
6593school,Dominica,try,than,7496,3878
6594school,Cyprus,first,expect,8088,1159
6595school,United States,exactly,bag,2750,188
6596school,Italy,exist,upon,4332,3143
6597school,Gabon,street,wife,7634,3786
6598school,Dominica,hope,population,321,3306
6599school,Japan,event,economic,8881,4365
6600school,Cuba,factor,goal,8522,528
6601school,Costa Rica,start,food,4421,2871
6602school,Croatia,whose,chair,4405,2768
6603school,Afghanistan,reflect,floor,9808,2813
6604school,Colombia,what,drug,9381,3628
6605school,East Timor,large,still,2735,1556
6606school,Georgia,wear,thing,444,4491
6607school,Afghanistan,social,agency,4292,2341
6608school,Albania,candidate,else,8258,2204
6609school,Korea South,health,push,8465,2130
6610school,Comoros,decade,yourself,2336,4717
6611school,Egypt,unit,ball,9462,1301
6612school,United States,traditional,service,7129,1080
6613school,Gambia,represent,the,2362,561
6614school,Costa Rica,also,tonight,6040,4517
6615school,China,management,affect,5470,3612
6616school,France,suffer,common,3925,1851
6617school,Algeria,poor,pattern,5444,4074
6618school,France,item,night,6125,193
6619school,Republic,small,own,3033,4876
6620school,Albania,financial,wait,9673,55
6621school,Congo,direction,study,1762,4504
6622school,Afghanistan,its,TV,5121,3187
6623school,Albania,long,old,607,755
6624school,Gambia,eight,hot,3068,2513
6625school,Korea South,Republican,might,5316,2905
6626school,Dominican Republic,act,measure,9065,903
6627school,Japan,physical,common,188,3526
6628school,Andorra,matter,task,6986,4148
6629school,Comoros,American,short,1509,4772
6630school,Germany,Congress,away,9173,213
6631school,Colombia,feel,participant,6954,2152
6632school,Cuba,hour,commercial,1563,399
6633school,Costa Rica,job,sea,9715,1801
6634school,Gambia,describe,near,3696,2694
6635school,Colombia,new,determine,7214,3698
6636school,Costa Rica,science,by,2542,1230
6637school,Argentina,school,administration,4002,297
6638school,Ireland,decision,free,780,3493
6639school,Djibouti,human,public,9483,572
6640school,Dominican Republic,garden,win,2563,675
6641school,Gambia,yeah,go,394,3840
6642school,Georgia,interest,store,1135,1474
6643school,Republic,both,lay,9500,1335
6644school,Cyprus,style,such,9704,4032
6645school,Dominican Republic,design,themselves,6068,1688
6646school,Italy,third,front,2643,4319
6647school,Dominican Republic,organization,sound,9109,4365
6648school,Costa Rica,result,amount,9801,2635
6649school,Antigua,yeah,yard,3695,2218
6650school,France,base,major,4935,2379
6651school,Cyprus,cause,four,8963,3231
6652school,Georgia,news,performance,8057,1939
6653school,United States,hair,enter,284,3903
6654school,East Timor,structure,specific,7559,1161
6655school,East Timor,could,plant,9292,1453
6656school,Denmark,sport,no,3233,219
6657school,Cuba,sister,realize,6757,4756
6658school,United Kingdom,organization,situation,4677,3081
6659school,Georgia,clearly,crime,4560,2635
6660school,Costa Rica,vote,someone,3027,3684
6661school,Ecuador,size,parent,4483,2942
6662school,East Timor,store,the,1994,2775
6663school,Cyprus,science,suggest,1789,3496
6664school,United States,clearly,baby,532,4275
6665school,China,help,become,906,2790
6666school,Algeria,sport,thousand,3322,41
6667school,Italy,relationship,ever,7214,1856
6668school,France,prepare,last,5732,1156
6669school,China,necessary,fact,4633,239
6670school,Egypt,she,marriage,9858,3706
6671school,United States,alone,hear,6954,4508
6672school,Dominican Republic,almost,pull,9198,343
6673school,Czech,close,natural,4970,4071
6674school,Croatia,go,color,6566,3755
6675school,Croatia,surface,dog,6712,2830
6676school,Ecuador,prepare,loss,3704,2676
6677school,Costa Rica,care,stay,5833,3722
6678school,France,story,trade,3198,253
6679school,Czech,senior,along,2327,1555
6680school,Denmark,rather,southern,8735,1421
6681school,Denmark,result,you,8805,2218
6682school,Korea South,heart,most,789,2718
6683school,Italy,use,society,1930,1184
6684school,Czech,into,on,9295,1746
6685school,Cyprus,seek,something,26,931
6686school,Argentina,be,treat,628,169
6687school,Gambia,put,term,1378,1942
6688school,Afghanistan,federal,region,8643,1996
6689school,Angola,arm,dark,8558,4711
6690school,United Kingdom,town,to,9582,2811
6691school,Dominican Republic,never,page,6659,672
6692school,Antigua,three,seek,5105,2270
6693school,Andorra,change,treat,5917,963
6694school,Gambia,better,especially,7465,33
6695school,Argentina,test,challenge,7159,4317
6696school,Costa Rica,hundred,green,1687,4879
6697school,Andorra,hospital,my,7879,1453
6698school,Angola,wait,year,5488,379
6699school,Ireland,rather,represent,7325,2445
6700school,Korea South,direction,particularly,7780,4615
6701school,Czech,red,course,7253,1125
6702school,Italy,age,how,2712,4352
6703school,Ecuador,arrive,politics,2424,1457
6704school,Colombia,car,consumer,3164,2852
6705school,Germany,who,voice,3513,1485
6706school,Angola,fill,factor,5662,1760
6707school,Algeria,step,bar,8006,4816
6708school,Ecuador,example,entire,4585,4622
6709school,United States,culture,news,8774,4977
6710school,Cuba,performance,role,2288,4698
6711school,Ecuador,two,painting,6025,409
6712school,Dominican Republic,land,fight,8659,3721
6713school,Antigua,actually,source,6641,25
6714school,Argentina,book,result,5820,4130
6715school,United Kingdom,value,mission,7057,4554
6716school,Argentina,ago,hard,1258,3353
6717school,Congo,child,available,6818,3776
6718school,Djibouti,operation,probably,6659,3232
6719school,Germany,so,president,553,44
6720school,Korea South,represent,mean,1213,4701
6721school,Dominican Republic,sure,half,9832,2769
6722school,United States,car,control,371,4760
6723school,Czech,grow,plant,5028,3442
6724school,Andorra,card,indicate,7094,2170
6725school,Republic,address,training,6109,1601
6726school,Andorra,talk,center,5492,3081
6727school,Republic,shake,mission,3003,4290
6728school,Angola,cell,room,6657,1532
6729school,Italy,show,street,9717,3175
6730school,Andorra,up,chair,8424,4215
6731school,Republic,program,out,1100,3462
6732school,Afghanistan,affect,goal,7421,672
6733school,Dominican Republic,any,laugh,6203,4166
6734school,Dominica,unit,after,4319,2905
6735school,Ireland,land,sell,6655,1300
6736school,Ecuador,chance,stage,4012,3513
6737school,United States,country,dinner,5333,4738
6738school,Georgia,arm,go,6192,3983
6739school,Dominican Republic,possible,institution,4020,1
6740school,Ireland,training,candidate,3477,1440
6741school,Ireland,technology,moment,4948,3675
6742school,Cuba,shake,left,4969,1896
6743school,United Kingdom,too,fund,2450,62
6744school,Croatia,partner,but,8320,4029
6745school,Japan,including,respond,5487,2130
6746school,East Timor,high,agency,756,2943
6747school,Costa Rica,control,at,9142,44
6748school,Djibouti,through,large,5817,2017
6749school,China,ago,successful,9562,2074
6750school,Denmark,receive,full,5017,2696
6751school,China,yourself,property,2306,1216
6752school,Andorra,new,paper,2894,4404
6753school,Algeria,edge,moment,1769,2879
6754school,Antigua,company,role,3135,1117
6755school,China,firm,church,4338,4476
6756school,Italy,law,choose,3124,278
6757school,Comoros,magazine,yeah,3074,1163
6758school,Georgia,they,head,9823,4516
6759school,United States,low,responsibility,1669,3141
6760school,Dominica,soldier,book,6221,1232
6761school,Costa Rica,red,arm,9417,4054
6762school,Afghanistan,town,car,6911,668
6763school,Gambia,middle,couple,937,1328
6764school,Argentina,wall,player,8021,3682
6765school,Dominica,minute,letter,9086,3430
6766school,Colombia,bad,myself,4737,4630
6767school,China,manage,close,7017,1188
6768school,Dominican Republic,suggest,behind,6295,2702
6769school,Georgia,state,conference,7103,4329
6770school,Cyprus,current,rate,3896,119
6771school,Antigua,security,again,4335,2400
6772school,Croatia,suddenly,particularly,5347,2341
6773school,Comoros,mission,role,176,1346
6774school,Albania,soldier,number,1440,505
6775school,East Timor,son,opportunity,3217,2234
6776school,Germany,size,and,2695,1705
6777school,Japan,material,possible,2892,2414
6778school,China,sound,with,6931,1535
6779school,Egypt,middle,without,1,3475
6780school,Argentina,free,trouble,595,2144
6781school,East Timor,market,writer,1950,1514
6782school,United Kingdom,collection,house,4039,2083
6783school,Comoros,man,break,3405,4308
6784school,East Timor,compare,government,6286,1914
6785school,Egypt,daughter,food,8515,1319
6786school,Japan,say,take,3030,734
6787school,Angola,general,to,5731,2029
6788school,France,condition,each,1117,4569
6789school,Dominican Republic,best,reality,321,2399
6790school,China,cold,toward,2031,976
6791school,Gambia,third,happy,5903,4780
6792school,Czech,pass,not,313,1466
6793school,Ireland,describe,buy,9964,708
6794school,Djibouti,may,part,6123,1562
6795school,Denmark,natural,difference,1556,1094
6796school,Ecuador,position,lot,2217,4363
6797school,Djibouti,like,local,377,3046
6798school,Dominican Republic,behind,south,5788,247
6799school,Egypt,space,manager,3921,2181
6800school,Republic,nice,institution,5657,3800
6801school,Gabon,attorney,usually,4527,3101
6802school,Korea South,until,deep,9054,3442
6803school,Angola,seek,floor,2173,3982
6804school,Congo,produce,similar,713,3701
6805school,Germany,provide,second,569,442
6806school,Italy,whole,walk,3156,4113
6807school,United States,even,cup,4322,4265
6808school,Antigua,begin,include,9890,883
6809school,Gabon,early,behavior,9645,4203
6810school,Italy,great,hard,6630,2771
6811school,Andorra,but,year,8572,3916
6812school,France,they,girl,121,4409
6813school,Croatia,box,manage,747,1008
6814school,United States,while,else,9112,1940
6815school,Republic,chair,challenge,1382,3274
6816school,Dominican Republic,want,interesting,5197,1103
6817school,Albania,include,skill,1879,3991
6818school,China,why,wonder,2262,1935
6819school,Germany,reach,building,6707,2344
6820school,Costa Rica,space,crime,6644,2959
6821school,Djibouti,front,also,6049,4837
6822school,Germany,week,per,9216,816
6823school,Ecuador,generation,knowledge,7703,4578
6824school,Gabon,this,recognize,2667,3878
6825school,Germany,pressure,I,894,1744
6826school,Denmark,artist,write,1776,1064
6827school,Italy,author,identify,8047,1722
6828school,Cuba,among,until,7606,4993
6829school,Cyprus,black,song,332,81
6830school,Japan,sound,simple,8063,2733
6831school,Croatia,physical,worry,8314,3447
6832school,Cuba,ready,other,2419,4041
6833school,Dominican Republic,American,receive,978,4150
6834school,Dominican Republic,watch,animal,3870,331
6835school,Comoros,ok,enjoy,2035,4849
6836school,Egypt,money,box,8449,3633
6837school,Gabon,six,development,2076,3964
6838school,Republic,foot,site,9575,3721
6839school,France,scientist,lay,8892,583
6840school,Afghanistan,population,thought,5964,2234
6841school,Gabon,structure,fall,1491,2560
6842school,Italy,together,six,909,3125
6843school,Gambia,approach,toward,5861,1901
6844school,Algeria,hour,wife,3368,1916
6845school,Japan,government,eat,6250,2930
6846school,United States,serve,big,6685,1395
6847school,Djibouti,issue,option,3970,3709
6848school,Croatia,receive,movement,961,4738
6849school,Dominican Republic,president,box,3871,2938
6850school,Ireland,despite,phone,6372,4460
6851school,Afghanistan,process,focus,2762,3506
6852school,East Timor,land,sing,8836,2843
6853school,Costa Rica,evening,space,8599,293
6854school,Djibouti,teacher,like,2296,4658
6855school,Dominica,compare,read,2562,2031
6856school,Congo,much,development,598,3031
6857school,France,receive,them,4071,2285
6858school,Comoros,close,involve,8993,3092
6859school,Japan,way,result,5632,2025
6860school,Gabon,within,tonight,2508,1882
6861school,Dominican Republic,read,especially,8205,2918
6862school,Croatia,off,bad,3461,4324
6863school,Antigua,upon,us,8025,377
6864school,Costa Rica,yeah,allow,8558,3490
6865school,Cuba,these,take,9772,2304
6866school,Dominica,look,score,5555,4052
6867school,Germany,most,should,4230,84
6868school,United States,light,eye,5559,4987
6869school,Costa Rica,little,act,9329,3715
6870school,Denmark,do,gas,5181,2252
6871school,United States,make,nothing,9738,49
6872school,Germany,shoulder,look,2777,3976
6873school,Comoros,per,then,6126,2701
6874school,Afghanistan,old,effort,2571,554
6875school,Japan,room,card,7562,404
6876school,Antigua,here,early,1850,2891
6877school,Afghanistan,end,hard,9554,1418
6878school,Gabon,tonight,raise,1932,83
6879school,Cyprus,explain,sell,9718,2386
6880school,East Timor,cover,ask,6546,175
6881school,China,after,head,9400,3514
6882school,East Timor,under,size,3375,497
6883school,Angola,store,apply,5380,2851
6884school,Cyprus,throw,treat,6475,329
6885school,Gambia,east,especially,7699,1218
6886school,Czech,boy,risk,502,1931
6887school,Argentina,manage,player,2421,869
6888school,China,big,effect,8954,4213
