labname,size_student,size_staff,labdept
6921,54,25,Andorra
6922,86,18,Georgia
6923,22,17,Denmark
6924,29,36,Korea South
6925,36,50,Cuba
6926,89,26,Angola
6927,73,19,East Timor
6928,99,38,Dominican Republic
6929,17,1,China
6930,77,33,Georgia
6931,19,42,Dominica
6932,12,11,Argentina
6933,28,39,Colombia
6934,65,34,Denmark
6935,84,23,Afghanistan
6936,80,9,Republic
6937,61,30,Costa Rica
6938,50,23,Cuba
6939,15,40,Costa Rica
6940,39,25,Cyprus
6941,84,17,Gabon
6942,100,9,United Kingdom
6943,86,16,Ireland
6944,86,18,Denmark
6945,82,19,East Timor
6946,44,31,Georgia
6947,24,22,Albania
6948,29,40,Algeria
6949,100,15,Republic
6950,90,48,United Kingdom
6951,70,20,Afghanistan
6952,40,11,Egypt
6953,30,42,United Kingdom
6954,4,24,Egypt
6955,17,12,Congo
6956,61,31,United States
6957,85,23,Colombia
6958,44,16,Georgia
6959,71,14,Japan
6960,13,49,Djibouti
6961,83,18,Gabon
6962,27,41,Antigua
6963,81,6,Comoros
6964,87,17,France
6965,59,43,Georgia
6966,76,9,Congo
6967,100,5,Egypt
6968,65,32,Costa Rica
6969,10,14,Afghanistan
6970,8,30,Dominica
6971,95,8,Comoros
6972,83,37,Cuba
6973,80,30,Costa Rica
6974,14,18,Gambia
6975,8,41,Argentina
6976,28,38,Djibouti
6977,22,47,Croatia
6978,16,38,Comoros
6979,9,18,China
6980,39,42,Republic
6981,38,21,Czech
6982,19,39,Germany
6983,39,28,Angola
6984,69,25,Ecuador
6985,77,13,Republic
6986,1,5,Czech
6987,93,43,Egypt
6988,92,22,Congo
6989,53,11,Argentina
6990,15,9,Ecuador
6991,80,13,Ireland
6992,2,9,Gabon
6993,88,40,Ireland
6994,84,39,Dominican Republic
6995,18,8,United States
6996,49,28,Ecuador
6997,65,23,Colombia
6998,87,3,Congo
6999,93,38,Congo
7000,9,24,Cuba
7001,86,42,Croatia
7002,16,5,Costa Rica
7003,59,35,Croatia
7004,32,24,Gabon
7005,45,39,Ireland
7006,30,36,East Timor
7007,10,20,Comoros
7008,19,7,Dominica
7009,87,22,Ecuador
7010,29,49,Denmark
7011,9,47,Korea South
7012,53,15,Djibouti
7013,37,25,Afghanistan
7014,80,49,Georgia
7015,78,50,Antigua
7016,22,15,Germany
7017,99,13,France
7018,30,28,Algeria
7019,87,29,Afghanistan
7020,99,7,United States
7021,85,33,Dominican Republic
7022,78,44,Colombia
7023,64,45,Republic
7024,23,24,Congo
7025,74,13,Georgia
7026,2,15,Czech
7027,73,37,Germany
7028,70,26,Czech
7029,22,34,Afghanistan
7030,99,17,Germany
7031,52,33,Dominica
7032,71,39,United Kingdom
7033,3,17,Republic
7034,63,41,Japan
7035,44,28,Algeria
7036,75,42,United States
7037,92,28,East Timor
7038,83,21,East Timor
7039,50,8,Argentina
7040,13,40,Antigua
7041,48,18,Croatia
7042,44,9,United Kingdom
7043,86,40,Albania
7044,86,2,Republic
7045,43,12,Korea South
7046,81,31,Djibouti
7047,14,28,Algeria
7048,38,4,Georgia
7049,97,27,Albania
7050,9,9,United States
7051,11,13,East Timor
7052,89,32,Antigua
7053,79,17,Georgia
7054,47,17,Colombia
7055,54,14,France
7056,60,37,Argentina
7057,13,27,Japan
7058,92,35,Georgia
7059,100,40,Angola
7060,13,45,Italy
7061,58,49,East Timor
7062,86,50,France
7063,7,14,Afghanistan
7064,40,48,Albania
7065,40,12,Angola
7066,98,14,France
7067,35,25,East Timor
7068,60,14,Congo
7069,35,48,Germany
7070,10,24,Algeria
7071,54,45,Andorra
7072,79,25,Dominican Republic
7073,39,15,United States
7074,25,2,Antigua
7075,67,45,China
7076,84,25,Afghanistan
7077,52,2,East Timor
7078,19,48,Dominican Republic
7079,23,44,Cyprus
7080,92,35,Germany
7081,6,34,Japan
7082,73,34,Antigua
7083,84,37,Albania
7084,38,48,Gambia
7085,10,43,Denmark
7086,7,18,Ireland
7087,31,40,Japan
7088,10,24,Denmark
7089,96,21,Albania
7090,1,6,Republic
7091,90,10,Argentina
7092,14,3,Gambia
7093,79,5,Germany
7094,42,38,East Timor
7095,23,29,Czech
7096,93,39,Germany
7097,44,19,Denmark
7098,66,50,Andorra
7099,48,50,Colombia
7100,68,43,Japan
7101,4,36,Dominica
7102,20,7,Croatia
7103,29,28,Republic
7104,75,1,Cyprus
7105,30,41,Albania
7106,7,21,Albania
7107,53,19,United Kingdom
7108,73,24,United States
7109,59,50,Angola
7110,54,1,Japan
7111,33,28,Comoros
7112,51,50,Albania
7113,88,40,Germany
7114,95,44,Republic
7115,88,26,Comoros
7116,10,46,Gambia
7117,77,29,Angola
7118,51,17,Afghanistan
7119,92,6,United Kingdom
7120,93,50,Gabon
7121,27,42,Dominica
7122,26,49,Ecuador
7123,4,13,United States
7124,41,22,Gambia
7125,99,31,Algeria
7126,91,12,Korea South
7127,82,22,United States
7128,97,26,Italy
7129,16,21,Denmark
7130,13,34,Dominican Republic
7131,78,17,Angola
7132,57,1,Croatia
7133,53,36,Comoros
7134,90,20,Antigua
7135,84,25,Cuba
7136,68,36,Republic
7137,92,26,Croatia
7138,80,9,Gabon
7139,13,5,Colombia
7140,59,17,Italy
7141,1,45,Cuba
7142,58,17,Algeria
7143,7,15,Italy
7144,46,46,Ecuador
7145,49,43,United States
7146,80,12,Denmark
7147,94,45,Gambia
7148,73,36,Cuba
7149,36,25,Comoros
7150,14,16,Colombia
7151,12,6,Georgia
7152,39,10,Japan
7153,18,10,Republic
7154,67,1,Republic
7155,76,29,Congo
7156,25,19,Germany
7157,53,25,Ireland
7158,7,41,Albania
7159,7,12,France
7160,63,9,Ireland
7161,41,28,Egypt
7162,7,49,Japan
7163,38,1,China
7164,12,35,Czech
7165,54,7,Afghanistan
7166,58,30,Georgia
7167,14,28,Cyprus
7168,72,10,Congo
7169,22,38,Republic
7170,82,18,United Kingdom
7171,89,15,Georgia
7172,36,13,United Kingdom
7173,45,8,Djibouti
7174,93,5,Albania
7175,98,33,United Kingdom
7176,28,16,United Kingdom
7177,91,27,Ecuador
7178,84,28,Korea South
7179,42,24,Gabon
7180,68,45,Italy
7181,35,35,Colombia
7182,20,24,Cyprus
7183,40,9,Georgia
7184,5,37,Denmark
7185,94,6,Croatia
7186,90,12,Gambia
7187,92,30,Gambia
7188,13,29,China
7189,16,38,Algeria
7190,52,13,Argentina
7191,72,34,Algeria
7192,21,34,Egypt
7193,16,38,Czech
7194,90,45,Algeria
7195,58,1,Gambia
7196,53,20,Czech
7197,10,24,Afghanistan
7198,9,50,Ecuador
7199,84,40,Korea South
7200,38,50,Republic
7201,83,50,Germany
7202,34,22,Korea South
7203,55,1,Egypt
7204,69,9,Congo
7205,49,23,Argentina
7206,39,49,Czech
7207,61,10,Denmark
7208,63,24,Dominican Republic
7209,99,27,Denmark
7210,23,24,Gambia
7211,27,48,Algeria
7212,43,5,Costa Rica
7213,89,27,Algeria
7214,18,47,Korea South
7215,68,7,Afghanistan
7216,35,35,Argentina
7217,69,28,Ecuador
7218,79,48,Gabon
7219,92,44,Antigua
7220,93,14,United States
7221,30,39,Korea South
7222,73,33,France
7223,66,18,Korea South
7224,52,15,Congo
7225,48,4,Argentina
7226,6,26,Ireland
7227,25,49,Argentina
7228,18,40,Denmark
7229,79,20,Egypt
7230,76,30,Gambia
7231,77,11,Comoros
7232,93,31,Dominica
7233,90,24,Korea South
7234,17,43,Gambia
7235,20,3,Egypt
7236,45,5,Denmark
7237,62,49,Colombia
7238,17,30,Djibouti
7239,42,24,Andorra
7240,39,7,Algeria
7241,1,39,Denmark
7242,27,26,Ecuador
7243,24,29,Ecuador
7244,89,22,Angola
7245,11,21,United States
7246,47,30,United Kingdom
7247,98,14,United Kingdom
7248,30,16,Costa Rica
7249,84,39,Georgia
7250,31,19,Gambia
7251,92,22,Andorra
7252,53,48,Gabon
7253,50,50,Gambia
7254,3,44,United Kingdom
7255,57,33,France
7256,7,39,Comoros
7257,54,17,Albania
7258,23,24,Algeria
7259,85,42,Algeria
7260,71,16,East Timor
7261,44,6,Republic
7262,75,4,Comoros
7263,98,47,Republic
7264,98,31,Dominican Republic
7265,36,43,Czech
7266,74,42,Japan
7267,18,35,Japan
7268,58,48,Cuba
7269,14,33,Germany
7270,82,41,Algeria
7271,28,43,Colombia
7272,60,12,Congo
7273,55,31,Gambia
7274,6,42,Croatia
7275,63,44,China
7276,85,1,Colombia
7277,18,26,Dominica
7278,47,18,Georgia
7279,15,21,East Timor
7280,43,32,Dominica
7281,81,8,Algeria
7282,85,28,United States
7283,49,6,Japan
7284,49,41,Dominica
7285,71,8,France
7286,14,17,Comoros
7287,50,12,Ireland
7288,16,6,Albania
7289,1,24,Italy
7290,12,42,Albania
7291,15,41,Korea South
7292,68,41,Angola
7293,62,12,Germany
7294,83,29,Angola
7295,25,34,China
7296,45,16,Germany
7297,18,4,Algeria
7298,11,42,Czech
7299,28,17,Ireland
7300,59,46,Egypt
7301,98,49,Czech
7302,60,10,Argentina
7303,95,6,Czech
7304,51,35,Gambia
7305,16,31,Comoros
7306,43,17,Ecuador
7307,9,7,Argentina
7308,100,29,Costa Rica
7309,39,37,China
7310,69,33,Ecuador
7311,42,7,Czech
7312,57,44,Dominica
7313,99,27,Angola
7314,95,12,Republic
7315,75,1,Dominica
7316,77,29,Albania
7317,92,24,France
7318,49,35,Gambia
7319,32,19,Comoros
7320,79,35,Argentina
7321,18,33,Georgia
7322,55,19,Egypt
7323,90,41,Dominica
7324,29,16,Egypt
7325,33,10,Georgia
7326,42,6,Dominican Republic
7327,25,41,Denmark
7328,96,4,Djibouti
7329,69,39,Comoros
7330,52,2,Afghanistan
7331,88,44,Antigua
7332,41,41,Costa Rica
7333,10,24,France
7334,16,37,Andorra
7335,69,50,Congo
7336,6,44,Ecuador
7337,22,45,Andorra
7338,87,18,Croatia
7339,14,24,Afghanistan
7340,77,16,Germany
7341,63,15,Denmark
7342,5,38,Djibouti
7343,7,38,Croatia
7344,100,17,France
7345,76,49,Germany
7346,98,31,Georgia
7347,39,10,Andorra
7348,52,10,France
7349,20,48,France
7350,59,6,Algeria
7351,45,37,Germany
7352,34,44,Antigua
7353,41,1,Gabon
7354,13,28,Comoros
7355,14,48,East Timor
7356,75,15,Czech
7357,69,41,Egypt
7358,94,29,France
7359,11,24,China
7360,38,17,Cyprus
7361,28,10,Germany
7362,46,9,Italy
7363,15,25,Dominican Republic
7364,80,47,China
7365,98,3,China
7366,93,16,China
7367,31,28,Republic
7368,76,20,Dominica
7369,70,2,Comoros
7370,78,21,United Kingdom
7371,72,24,Croatia
7372,48,4,Afghanistan
7373,60,37,Dominican Republic
7374,33,6,Colombia
7375,93,9,Colombia
7376,64,27,Andorra
7377,18,27,East Timor
7378,83,36,Argentina
7379,25,21,Cuba
7380,44,12,Japan
7381,51,38,Albania
7382,72,3,Georgia
7383,20,23,Cuba
7384,7,24,Algeria
7385,41,20,Djibouti
7386,46,50,United States
7387,89,24,Gabon
7388,28,19,United States
7389,76,10,Albania
7390,82,17,Korea South
7391,40,50,Cuba
7392,77,35,Korea South
7393,60,26,Cuba
7394,78,46,Ireland
7395,80,46,Italy
7396,1,17,Dominica
7397,94,30,East Timor
7398,29,16,France
7399,57,5,Egypt
7400,49,2,Croatia
7401,56,25,United Kingdom
7402,81,47,Cyprus
7403,79,25,Djibouti
7404,100,22,Dominica
7405,70,41,Cuba
7406,7,43,United Kingdom
7407,10,43,Afghanistan
7408,4,31,Ecuador
7409,84,15,Cyprus
7410,18,4,China
7411,22,24,China
7412,31,16,Dominican Republic
7413,28,33,Georgia
7414,15,42,United Kingdom
7415,42,33,Ecuador
7416,3,40,Albania
7417,99,39,Albania
7418,41,14,Congo
7419,40,24,United States
7420,17,10,Colombia
7421,29,21,Korea South
7422,44,35,Andorra
7423,6,35,Cuba
7424,9,10,Italy
7425,53,33,Djibouti
7426,58,40,Cuba
7427,48,17,France
7428,29,33,Ireland
7429,33,18,Korea South
7430,93,15,Japan
7431,85,10,Italy
7432,39,6,Algeria
7433,15,45,Germany
7434,82,1,Ireland
7435,62,38,Gabon
7436,50,34,Antigua
7437,6,43,France
7438,82,12,Ireland
7439,57,18,Andorra
7440,3,37,Algeria
7441,10,46,Angola
7442,13,50,Croatia
7443,25,50,Costa Rica
7444,24,34,Korea South
7445,6,30,Albania
7446,81,17,Andorra
7447,100,10,Georgia
7448,28,45,Ireland
7449,32,9,Comoros
7450,87,36,France
7451,37,25,Congo
7452,7,32,Afghanistan
7453,9,32,Colombia
7454,71,1,Gambia
7455,64,41,Dominica
7456,83,47,Dominican Republic
7457,59,6,France
7458,98,42,Afghanistan
7459,39,30,United Kingdom
7460,34,47,Cyprus
7461,81,37,Afghanistan
7462,55,26,Colombia
7463,69,39,Andorra
7464,31,13,East Timor
7465,29,21,Denmark
7466,87,2,Congo
7467,2,2,East Timor
7468,74,31,United Kingdom
7469,59,49,Angola
7470,56,1,Croatia
7471,31,30,Egypt
7472,66,39,Argentina
7473,9,12,Korea South
7474,20,49,Colombia
7475,64,15,United Kingdom
7476,28,12,Gambia
7477,47,6,Congo
7478,83,40,Cuba
7479,15,1,Ireland
7480,36,47,Germany
7481,67,39,Japan
7482,100,14,Czech
7483,99,44,Algeria
7484,58,30,Croatia
7485,72,15,Ecuador
7486,43,34,Costa Rica
7487,18,16,Croatia
7488,52,10,Djibouti
7489,33,16,United States
7490,91,18,Colombia
7491,25,1,Egypt
7492,83,23,Gabon
7493,100,20,Ireland
7494,69,9,Egypt
7495,65,15,Antigua
7496,21,37,Ireland
7497,32,18,Gabon
7498,51,12,France
7499,47,17,Afghanistan
7500,54,9,Croatia
7501,52,3,Denmark
7502,82,28,Gabon
7503,23,50,Egypt
7504,80,8,East Timor
7505,72,11,Dominica
7506,71,37,Egypt
7507,55,40,Comoros
7508,39,21,Algeria
7509,72,48,Costa Rica
7510,100,46,Georgia
7511,42,14,Afghanistan
7512,40,36,China
7513,65,25,Congo
7514,86,27,East Timor
7515,66,22,Comoros
7516,5,31,Korea South
7517,28,18,Egypt
7518,89,11,Congo
7519,81,20,East Timor
7520,66,19,Algeria
7521,59,23,Republic
7522,60,48,Angola
7523,79,15,Afghanistan
7524,41,3,China
7525,72,28,Antigua
7526,18,27,Germany
7527,39,14,East Timor
7528,15,17,Antigua
7529,28,38,Antigua
7530,91,36,Cyprus
7531,71,30,Afghanistan
7532,8,25,Angola
7533,86,5,Colombia
7534,13,43,Dominican Republic
7535,73,17,Costa Rica
7536,97,49,Congo
7537,11,6,Andorra
7538,76,10,Djibouti
7539,95,3,East Timor
7540,67,11,Cyprus
7541,8,4,Gambia
7542,60,33,Georgia
7543,40,13,France
7544,7,14,Argentina
7545,5,24,Gambia
7546,49,16,Dominica
7547,3,16,Congo
7548,9,30,Croatia
7549,77,23,Albania
7550,60,11,China
7551,99,41,Antigua
7552,47,49,Djibouti
7553,38,2,Gambia
7554,5,10,Colombia
7555,91,41,Djibouti
7556,10,2,Gambia
7557,82,8,Korea South
7558,43,19,Dominican Republic
7559,88,5,Dominica
7560,32,35,Germany
7561,31,32,Albania
7562,45,23,Argentina
7563,27,15,Georgia
7564,75,25,Djibouti
7565,49,11,East Timor
7566,41,11,Gabon
7567,72,29,East Timor
7568,72,15,Congo
7569,17,20,Afghanistan
7570,1,28,Cyprus
7571,81,50,Colombia
7572,18,24,Denmark
7573,9,20,Angola
7574,89,18,Georgia
7575,37,1,Denmark
7576,74,33,Gambia
7577,99,8,Antigua
7578,82,1,Georgia
7579,12,19,United Kingdom
7580,96,23,China
7581,99,42,Cuba
7582,66,6,Croatia
7583,73,15,East Timor
7584,35,3,France
7585,71,23,Germany
7586,91,42,Georgia
7587,22,32,Czech
7588,43,13,Germany
7589,84,34,Ecuador
7590,27,27,United Kingdom
7591,77,37,Dominica
7592,59,17,Argentina
7593,67,16,East Timor
7594,14,47,Gabon
7595,46,12,Dominica
7596,38,2,Denmark
7597,70,44,Ireland
7598,96,48,Ireland
7599,71,17,China
7600,91,3,China
7601,33,25,Gabon
7602,72,44,Korea South
7603,24,1,Georgia
7604,33,31,Georgia
7605,89,19,Germany
7606,8,39,Congo
7607,87,33,Congo
7608,23,14,Japan
7609,14,13,Colombia
7610,88,6,United States
7611,13,12,Croatia
7612,44,21,Andorra
7613,43,50,Dominica
7614,30,41,United Kingdom
7615,84,41,Republic
7616,100,9,United Kingdom
7617,16,27,United States
7618,56,22,Congo
7619,14,43,Comoros
7620,72,46,Gambia
7621,48,11,Djibouti
7622,40,50,Cyprus
7623,95,23,Italy
7624,38,19,France
7625,81,22,United Kingdom
7626,8,3,Croatia
7627,66,8,Antigua
7628,65,9,Egypt
7629,31,31,United States
7630,85,11,Albania
7631,59,47,Georgia
7632,6,10,Egypt
7633,8,2,Cyprus
7634,65,48,Andorra
7635,81,29,Colombia
7636,46,35,Cyprus
7637,44,35,Republic
7638,40,17,Korea South
7639,33,28,East Timor
7640,62,26,Djibouti
7641,34,43,Ecuador
7642,11,34,Czech
7643,2,16,Djibouti
7644,80,33,Andorra
7645,52,28,Congo
7646,14,35,Afghanistan
7647,1,12,Antigua
7648,10,24,East Timor
7649,76,9,Ireland
7650,30,11,Djibouti
7651,44,48,Djibouti
7652,51,28,Andorra
7653,11,25,Cyprus
7654,17,41,Ecuador
7655,99,37,Ireland
7656,40,15,Dominica
7657,50,25,Andorra
7658,7,5,United States
7659,31,27,Afghanistan
7660,76,45,Albania
7661,89,22,France
7662,36,13,Czech
7663,64,27,Costa Rica
7664,33,39,Djibouti
7665,34,38,United States
7666,95,2,Afghanistan
7667,36,43,Colombia
7668,66,20,Djibouti
7669,42,40,Djibouti
7670,74,36,Georgia
7671,66,4,Dominica
7672,40,41,Cuba
7673,21,17,Andorra
7674,71,1,Dominica
7675,38,22,Colombia
7676,18,31,Gambia
7677,45,16,Gambia
7678,20,15,Antigua
7679,44,43,Republic
7680,78,10,East Timor
7681,10,37,Cyprus
7682,11,47,Andorra
7683,12,41,Czech
7684,75,19,Ireland
7685,4,41,Japan
7686,21,40,United States
7687,49,45,Denmark
7688,33,25,Argentina
7689,78,41,East Timor
7690,75,11,Ecuador
7691,84,30,Colombia
7692,23,28,Republic
7693,43,40,United Kingdom
7694,22,6,Georgia
7695,87,42,China
7696,13,24,Egypt
7697,33,49,Ecuador
7698,21,32,Congo
7699,32,12,Republic
7700,4,3,Czech
7701,69,44,Djibouti
7702,93,23,Algeria
7703,56,22,Algeria
7704,80,40,Dominican Republic
7705,74,48,Republic
7706,36,11,France
7707,96,11,Argentina
7708,42,45,Japan
7709,52,4,United States
7710,22,1,Dominica
7711,44,3,Antigua
7712,56,34,Comoros
7713,56,33,Dominica
7714,5,21,France
7715,54,36,Egypt
7716,48,33,Croatia
7717,58,24,Andorra
7718,31,9,United States
7719,90,20,Djibouti
7720,45,41,Angola
7721,45,20,Algeria
7722,99,42,East Timor
7723,85,4,Congo
7724,65,26,Djibouti
7725,7,43,Ireland
7726,41,22,France
7727,79,6,Croatia
7728,25,40,Korea South
7729,58,8,Congo
7730,46,42,East Timor
7731,26,18,Italy
7732,3,4,France
7733,33,20,Cyprus
7734,58,49,Ireland
7735,4,10,Cyprus
7736,63,48,Dominican Republic
7737,80,41,Gambia
7738,41,4,United States
7739,64,6,France
7740,18,32,Germany
7741,87,17,Argentina
7742,78,29,Comoros
7743,80,26,Ecuador
7744,88,25,Ireland
7745,7,29,United States
7746,100,44,Republic
7747,82,43,Argentina
7748,55,6,Gabon
7749,42,12,United Kingdom
7750,76,22,Republic
7751,97,33,Andorra
7752,15,6,Colombia
7753,13,16,Comoros
7754,24,48,Denmark
7755,48,40,Comoros
7756,77,43,Italy
7757,17,45,Czech
7758,49,17,Croatia
7759,10,48,Korea South
7760,69,30,Antigua
7761,56,23,Dominican Republic
7762,94,2,Croatia
7763,71,40,Ireland
7764,95,8,East Timor
7765,38,33,Costa Rica
7766,51,45,Italy
7767,83,16,Italy
7768,58,8,Costa Rica
7769,54,47,Japan
7770,84,8,Antigua
7771,93,24,China
7772,38,16,Republic
7773,94,30,Algeria
7774,87,1,Egypt
7775,13,26,Cyprus
7776,68,34,Cyprus
7777,87,47,Colombia
7778,54,12,Colombia
7779,60,22,United Kingdom
7780,37,48,Albania
7781,63,40,Korea South
7782,57,18,Denmark
7783,64,36,Ecuador
7784,78,24,Czech
7785,38,37,Egypt
7786,70,23,Ecuador
7787,80,28,Czech
7788,77,36,Dominican Republic
7789,25,16,China
7790,31,45,Korea South
7791,4,4,Dominica
7792,26,40,Albania
7793,64,45,France
7794,80,23,Djibouti
7795,86,11,Albania
7796,78,3,Croatia
7797,85,46,France
7798,15,19,United Kingdom
7799,80,6,Antigua
7800,39,32,Afghanistan
7801,63,36,Andorra
7802,37,17,Argentina
7803,58,20,Cyprus
7804,64,41,Dominica
7805,38,12,Ireland
7806,49,47,United States
7807,40,10,France
7808,25,3,France
7809,93,18,Egypt
7810,36,40,Costa Rica
7811,23,9,East Timor
7812,26,48,Ireland
7813,48,27,Albania
7814,29,14,Angola
7815,39,41,Argentina
7816,54,46,Ireland
7817,59,24,Korea South
7818,24,40,Korea South
7819,95,31,Costa Rica
7820,90,34,Comoros
7821,76,30,China
7822,45,42,Denmark
7823,47,17,China
7824,60,20,Gambia
7825,29,43,Colombia
7826,95,11,Czech
7827,75,6,Colombia
7828,10,5,Germany
7829,4,20,Cyprus
7830,48,31,Angola
7831,3,7,Cuba
7832,73,49,France
7833,86,20,Colombia
7834,90,14,China
7835,63,29,Gabon
7836,5,41,Andorra
7837,73,5,Cyprus
7838,83,10,Antigua
7839,13,17,Argentina
7840,12,31,China
7841,17,38,Argentina
7842,53,19,Albania
7843,35,27,East Timor
7844,47,48,Korea South
7845,92,2,Dominica
7846,5,13,Angola
7847,24,4,Congo
7848,45,38,Gambia
7849,52,37,Dominica
7850,24,17,Colombia
7851,62,8,Italy
7852,99,15,Ireland
7853,55,29,Czech
7854,68,45,Korea South
7855,7,11,Japan
7856,20,49,Antigua
7857,23,36,East Timor
7858,98,37,Republic
7859,4,29,Ecuador
7860,73,38,Georgia
7861,37,22,Andorra
7862,20,38,France
7863,48,13,Korea South
7864,74,2,Gabon
7865,84,4,Argentina
7866,35,37,Costa Rica
7867,1,11,Korea South
7868,54,32,Comoros
7869,56,17,Cyprus
7870,27,49,Algeria
7871,3,8,Gambia
7872,64,45,Comoros
7873,17,23,Gambia
7874,36,32,Costa Rica
7875,54,11,Congo
7876,60,6,Dominica
7877,18,20,Georgia
7878,7,8,Djibouti
7879,89,10,France
7880,37,38,Korea South
7881,99,22,Gambia
7882,59,15,Colombia
7883,6,4,Cuba
7884,25,15,East Timor
7885,24,45,Georgia
7886,100,31,Congo
7887,92,4,Dominican Republic
7888,100,5,Comoros
7889,31,16,Congo
7890,64,26,Congo
7891,60,47,Gabon
7892,94,2,Czech
7893,47,47,Albania
7894,48,20,Djibouti
7895,32,29,Germany
7896,33,34,Gabon
7897,61,4,Cuba
7898,61,5,Dominican Republic
7899,32,44,Congo
7900,94,47,Croatia
7901,24,33,Dominica
7902,94,40,Egypt
7903,60,8,Republic
7904,82,28,Cyprus
7905,71,20,France
7906,56,21,China
7907,40,44,Cuba
7908,29,37,Cyprus
7909,37,49,Albania
7910,94,24,China
7911,6,32,Dominica
7912,95,19,Djibouti
7913,35,19,Comoros
7914,80,15,Gambia
7915,89,29,Ireland
7916,85,45,Dominican Republic
7917,70,27,Georgia
7918,13,40,Antigua
7919,46,12,Gambia
7920,40,49,Andorra
7921,56,12,Japan
7922,6,3,Angola
7923,48,14,Cuba
7924,27,44,Afghanistan
7925,51,45,Congo
7926,9,40,Denmark
7927,98,5,Japan
7928,24,4,Albania
7929,17,14,Angola
7930,77,3,Antigua
7931,50,37,Croatia
7932,5,45,Dominica
7933,76,49,Gabon
7934,36,15,China
7935,47,13,France
7936,14,50,Costa Rica
7937,17,32,China
7938,40,4,Cuba
7939,5,29,Gabon
7940,55,17,Dominican Republic
7941,91,13,Antigua
7942,82,38,Dominican Republic
7943,99,9,Andorra
7944,50,4,Cyprus
7945,7,40,Andorra
7946,83,50,Afghanistan
7947,55,49,Gambia
7948,89,9,France
7949,66,26,Argentina
7950,79,27,Dominican Republic
