scolname,location_country,location_state,location_city,scale_students,scale_faculty
Jesse Walker,Japan,election,page,6115,1588
Anne Fernandez,Ireland,today,shoulder,2256,796
Robert Humphrey,Czech,similar,want,5222,3264
Ryan Duncan,Georgia,positive,relate,7275,1732
Michelle Lewis,Ireland,vote,seat,4557,3019
James Ballard,Costa Rica,pull,wonder,4614,4382
Kimberly Gibbs,Cyprus,paper,carry,91,1507
Isabel Jones,Algeria,ask,social,5210,2962
Chelsea Davis,Antigua,their,property,7760,1600
Crystal Edwards,Andorra,baby,including,1408,1621
Carol Carlson,Colombia,people,country,3007,1966
Nathan Patterson,Germany,she,phone,1480,1295
Timothy West,Korea South,career,above,154,1912
Laura Simpson,United States,TV,it,5152,3423
Mark Graves,Algeria,school,mission,5951,474
Janice Mitchell,China,employee,indicate,1784,429
Judy Mays,Japan,believe,people,754,2112
Anthony Dean,Andorra,why,idea,2241,1074
Yvette James,United States,majority,green,7964,2837
Teresa Morales,Antigua,its,those,3342,4805
Timothy Williams,Colombia,though,leave,3069,4388
Nicole Eaton,Argentina,when,scene,9303,4567
Willie Whitehead,Republic,chair,age,6747,4306
Dustin Hernandez,Republic,their,discuss,3444,3190
Howard Wyatt,Comoros,himself,arrive,8291,4425
Ashley Brooks,Cuba,good,figure,9318,174
Dr. Felicia Gentry,Gabon,make,enter,9934,4522
John Mooney,Congo,manage,onto,7247,4189
Gabriel Huang,United Kingdom,these,help,5879,2997
Frederick Martin,Cuba,risk,who,6744,4144
James Santos,Japan,artist,magazine,3608,2372
Angel Crawford,United States,letter,direction,7622,2591
Steven Frederick,Andorra,Republican,toward,9818,2233
Joshua Thomas,Dominican Republic,miss,then,5160,1729
Jason Clements,Dominica,about,Congress,7306,3779
Alexander Rodriguez,Afghanistan,finish,practice,94,2635
Mr. Daniel Craig,Afghanistan,newspaper,interest,2377,195
Paula Key,Dominican Republic,increase,receive,9896,2886
Michelle Gay,Antigua,reason,so,619,1299
Michael Gordon,Gambia,share,candidate,7184,4331
Olivia Smith,Colombia,official,maintain,3113,4495
Joshua Brown,France,follow,you,8411,3638
Christopher Suarez,Andorra,certainly,sort,1734,1785
Ronald Henry,Dominican Republic,difficult,probably,8822,4405
Garrett Rice,Gambia,medical,especially,5972,1140
Sara Carey,Denmark,paper,other,8188,4782
Michelle Bryant,Antigua,camera,never,9149,581
Kathy Walker,France,support,law,1904,432
Debra Berry,Costa Rica,stop,mission,831,3809
Kayla Lucero,Germany,manage,begin,3733,535
Sarah Lewis,Dominica,reduce,talk,5198,1159
Morgan Hughes,Cyprus,wait,determine,2963,3822
William Garrison,Cyprus,official,expect,3668,3979
Kerry Wilson,Ecuador,create,plan,8164,3259
Travis Adams,Andorra,society,next,6197,1844
Charles Ayala,Italy,film,word,6199,2950
Kimberly Jones,Georgia,wear,class,5425,4326
Courtney Thompson,Georgia,feeling,me,4687,2232
Caroline Johnson,Cuba,story,lay,5188,1482
Ashley Williams,Czech,boy,life,8724,369
Daryl Davis,Croatia,former,prove,6308,4088
Nancy Bates,Cuba,police,big,3013,2079
Michael Mitchell,China,owner,democratic,5243,2736
Sara Diaz,Egypt,condition,reason,3938,2998
Mike Lopez,Albania,paper,third,4755,3668
Joan Hernandez,Djibouti,civil,different,1947,4604
Brittany Haley,East Timor,threat,ground,757,2393
James Gibson,Gambia,manager,seven,8911,4573
Richard Long,Cyprus,area,operation,9843,1643
Vanessa Ford MD,East Timor,writer,at,7890,2022
Sandra Bailey,China,evidence,stage,1841,4160
Timothy Davies,Italy,statement,cold,3309,3603
Gregory Pearson,Dominica,watch,to,5076,4810
Erika Anderson,France,official,best,5237,804
Caleb Huber,Gabon,region,treatment,1748,652
Ashley Gonzales,Albania,dream,pressure,4000,939
Patrick Lowe,Gabon,perhaps,small,8517,3421
Amanda Jackson,Dominica,anything,several,2752,3925
Courtney West,Colombia,always,memory,3491,3531
Emily Tucker,Republic,catch,usually,385,1299
Megan Gibbs,Dominica,than,for,8539,31
Cassie Blake,Comoros,general,before,5002,1377
Justin Soto,Djibouti,if,under,5594,559
Drew Ball,Georgia,believe,now,4336,564
Katie Meyer,Ireland,guess,middle,3009,1713
Heather Hamilton,Croatia,power,accept,2343,618
Katelyn Robinson,Republic,develop,international,1862,2772
Amy Brown,Dominican Republic,full,always,5753,224
Scott Bailey,United Kingdom,must,significant,35,4690
Mary Gray,Italy,thank,like,7854,757
Lisa Nicholson PhD,Djibouti,reflect,agent,7851,4142
Rachel Brooks PhD,Korea South,sure,pass,1809,4603
Julia Bolton,Afghanistan,buy,score,8370,1654
Paige Cardenas,Colombia,food,enter,2041,3424
Shaun Wilson,Republic,Mrs,task,9036,2315
Harry Nixon,Egypt,much,let,1892,4317
Donna Medina,Colombia,little,decision,4023,90
Christy Stephens,United Kingdom,cause,beautiful,7767,4662
Ryan Tran,Antigua,early,rise,5453,2406
Diane Lewis,Czech,decade,collection,4251,168
Alexandra Webb,East Timor,three,be,7243,634
Nicholas Acosta,Korea South,somebody,everybody,5629,2500
Rebecca Gill,United Kingdom,message,already,1990,2608
Jodi Brown,East Timor,ready,investment,642,4609
Joanne Edwards,China,three,compare,7439,3094
Carol Irwin,Korea South,boy,entire,2024,4930
Barbara Reeves,Japan,team,admit,7111,1434
Todd Thomas,France,reality,maybe,6237,1332
Mary Khan,Cyprus,take,program,853,3197
Julian Webb,Djibouti,every,create,4121,4504
Christina Potts,Italy,coach,everyone,6849,1568
Dr. Elizabeth Wright,France,American,national,4871,4431
Larry Robinson,Albania,benefit,no,1433,4329
Tara Walton,Italy,decade,throughout,3992,3014
Samantha Meyer,Egypt,heart,very,5554,2322
Christy Gray,Afghanistan,arm,bank,9549,2794
Peter Shields,Croatia,mind,fact,7855,2934
Kevin Martinez,Colombia,son,record,1957,2685
Andrea Stark,Argentina,glass,western,3006,4379
Dawn Vega DVM,Angola,might,dinner,9971,1033
Christopher Cruz,United States,adult,offer,4206,2097
Heather Martin,Albania,enter,western,1618,2379
Kevin Saunders,Japan,close,decision,5175,3365
James James,Cyprus,wall,instead,7726,4470
Mary Atkinson,Japan,summer,want,1584,3596
Andrew Rocha,Dominican Republic,rise,write,9624,863
Victoria Greene,Djibouti,north,wall,960,4000
Raymond Wright,Argentina,together,front,3230,1528
Peter Anderson,East Timor,couple,western,1127,2018
Kevin Washington,Albania,process,church,2355,2458
Anthony Austin,Antigua,create,toward,267,3900
Rebecca James,Cuba,must,model,6677,3602
Norma Hayes,Republic,can,land,7292,3834
Tamara Wallace,East Timor,no,control,4999,4184
Natasha Reynolds,Germany,control,marriage,2100,3166
Tanya Hudson,Algeria,address,contain,8011,2510
Richard Morris,Algeria,civil,focus,7534,3843
Gabrielle Kim,Albania,prove,wrong,5229,2864
Jeffrey Bentley,Argentina,offer,player,1514,2343
Laura Pierce,Egypt,seem,live,5884,531
Mallory Cox,Gambia,owner,hold,4550,2839
Stephanie Gardner,Djibouti,discussion,stock,6180,2297
Mark Larson,Afghanistan,quality,social,8014,2231
Brian Hernandez,Egypt,manager,evidence,1633,783
Stephen Evans,Argentina,teacher,value,113,4987
Sara Mendoza,Afghanistan,heart,identify,9365,2906
Stefanie Cantu,Germany,pressure,note,1709,2402
Kyle Rubio,Andorra,floor,song,5676,1077
Anthony Castro,Albania,car,their,1231,456
Danielle Solis,Cyprus,without,foreign,3576,1982
Reginald Aguilar,Comoros,task,view,8662,4058
Brian Elliott,Argentina,civil,term,7667,4641
Leslie Francis,Cuba,plant,upon,1792,1812
Chad Garcia,Dominica,inside,task,4743,2252
Julia Montgomery,Croatia,food,per,3913,2771
Jonathan Larsen,Ecuador,bag,fly,8281,1120
David Lewis,Djibouti,key,everything,6787,3903
Tina Barber,Georgia,lead,two,415,1770
Veronica White,East Timor,necessary,pattern,3426,760
Jason Williams,Colombia,dog,brother,2059,2382
Michele Edwards,Gambia,carry,chance,4160,1867
Nicholas Young,Croatia,affect,despite,9202,807
Adrian Woodard,Argentina,situation,create,3807,638
Carlos Huang,Republic,north,local,125,4390
Jeffrey Rojas,Gabon,above,guy,5985,3602
Amy Rich,Gabon,safe,small,3008,1568
Alexander Huang,Czech,receive,new,1131,1291
Reginald Thompson,Ecuador,tough,police,6612,2265
Sherri Welch,Angola,dream,beautiful,310,1398
Stephen Evans,Argentina,beautiful,else,7637,1074
William Davis,Ireland,reveal,source,4863,4710
Ashley Myers,Republic,some,third,3770,3177
Penny Garcia,Colombia,physical,whose,864,1945
Randy Crawford,Republic,son,reflect,2450,4614
Christine Adams MD,Congo,action,head,8653,2769
James Colon,Dominican Republic,sister,history,8418,4590
William Bowers,Germany,game,middle,4236,2308
Mark Johnson,Gabon,whether,will,1533,2139
Laurie Nguyen,Colombia,discuss,activity,2818,1595
Nicole Ramos,Egypt,radio,worker,4535,2916
Regina Moyer,Republic,believe,gas,8631,3705
Nathan Johnson,Gabon,song,these,2013,692
Chad Nguyen,United States,clear,hotel,8653,3516
Jamie Rogers,Angola,term,executive,8523,3078
Erik Fisher,United Kingdom,instead,next,2711,1086
Rebecca Johnson,Ireland,store,lot,2708,3283
Kenneth Benjamin,Afghanistan,thing,month,3228,591
Phyllis Evans,Albania,sit,player,1738,1230
William Hardin,Cuba,whom,still,1267,3351
Oscar Brown,Japan,plan,six,8415,2002
Steven Davis,Angola,rule,blue,6861,2136
Kevin Duke,Djibouti,determine,his,1939,1807
Jeffrey Davis,Albania,go,contain,7344,557
Wendy Johnson,Croatia,teacher,five,6273,2398
Meredith Gonzalez,Egypt,fight,those,3523,3701
Carmen Brown,Italy,trial,fear,1622,368
Ernest Kirby,Angola,really,never,9660,1983
Daniel Howard,Afghanistan,according,wall,6140,3085
Dustin Thompson,Japan,consumer,Mrs,5003,4597
Amanda James,Croatia,plan,concern,6610,3991
James Anderson,Gambia,series,parent,4573,4436
Mark Smith,Cyprus,partner,all,2184,4236
Jenny Wilkins,Cuba,act,town,5909,2382
Andrea Hopkins,Cuba,stand,coach,2927,876
James Brown,Costa Rica,national,back,8652,2229
Robert Moss,Cyprus,response,can,1974,1315
Alicia Harrison,China,soldier,mouth,602,4113
Bryan Le,United States,east,region,9305,1809
Christopher Howard,Antigua,most,part,6158,982
Sherry Carlson,Republic,that,month,737,2103
Bethany Kane,Comoros,return,dark,4309,1354
Abigail Turner,Dominica,fight,himself,7090,2566
Joseph Anderson,Georgia,general,director,443,3976
Douglas Hines,Comoros,heavy,act,5894,910
Jessica Bell,Czech,player,organization,3723,3721
George Keller,China,history,smile,5970,4615
Joseph Cooper,Argentina,green,civil,6946,1318
Tami Lopez,Comoros,home,none,1472,1302
Alexander Burnett,Republic,in,the,3599,4499
Zachary Matthews,Cuba,maybe,sea,6839,2870
Monica Johnson,Colombia,ask,wall,3449,2552
Michael Koch,Antigua,report,federal,1439,2202
Sydney Collins,Djibouti,fill,everyone,9247,1205
John Moore,East Timor,nearly,push,6949,902
Theresa Lee,Cyprus,least,already,9678,1640
Oscar Mcdaniel,Germany,factor,Mr,9541,4949
Curtis Pierce,Gambia,its,require,3140,3890
Anna Fuller,Georgia,benefit,thought,6936,3924
Dr. James Wilson III,France,health,example,6607,1950
Allison Moore,United States,upon,hand,504,1080
Lauren Butler,Cuba,hit,debate,6653,4760
Deborah Jackson,Korea South,ability,serious,1772,1913
Rhonda Crawford,Argentina,five,son,7609,3925
Mark Rollins,Gambia,throughout,understand,9702,4354
Kimberly Coleman,Czech,ability,expert,7493,4943
Donald Nichols,Croatia,may,gun,3750,11
Christopher Moore,East Timor,perform,fear,2912,3935
Patricia Hoover,Korea South,moment,white,160,4451
Maria Murillo,Dominica,generation,book,9134,1499
Cody Armstrong,Afghanistan,usually,billion,684,2360
William Goodman,Andorra,relationship,heavy,5753,1684
Amanda Chang,Afghanistan,write,else,7458,4139
Justin Burke MD,Dominican Republic,traditional,respond,1231,1498
Mrs. Jenna Williams,Gabon,policy,east,8129,2682
Christopher Wallace,Djibouti,sure,series,902,2470
Tony Graham,Czech,sign,realize,5806,1067
Alexander Davis,Czech,customer,six,5654,2322
Maurice Leach,Congo,dinner,out,140,2475
Mary Brown,Congo,a,why,9093,4959
Joann Hughes,China,fill,national,28,1050
Stephen Rodriguez,Gambia,option,media,9017,3655
Cynthia Wilson,Denmark,however,rest,1530,1581
Ruth Murphy,Congo,source,member,8041,3227
Mary Jones,Djibouti,money,now,1690,4416
James Adkins,Andorra,call,language,2067,3244
Diana Davidson,Argentina,this,idea,122,722
Samuel Garcia,Colombia,floor,new,5454,4794
Wayne Perez,United Kingdom,camera,current,7513,1665
Bobby Terry,Djibouti,price,above,1905,841
Charles Rodriguez,Albania,entire,rule,6567,1569
Emily Rivers,Antigua,anything,data,1351,195
Anthony Whitehead,Algeria,fund,image,3386,1280
David Thompson,Cuba,laugh,peace,4202,3205
Tara Mckinney,Antigua,find,former,1130,2847
Mark Mcdaniel,Georgia,case,tough,4678,1123
Stephanie Neal,Costa Rica,husband,mother,6916,4937
Jason Thompson,Japan,pretty,organization,5266,2036
Michael Vaughn,Cyprus,story,region,8378,2048
Jason Ford,Dominica,show,billion,5915,930
Cynthia Irwin DVM,Czech,population,glass,7519,3699
Michelle Ford,Japan,long,no,5550,897
Michelle Garcia,Croatia,rate,more,233,3485
Jose Henderson,Ecuador,give,include,2064,2890
Lisa Glass,United States,argue,fight,6349,969
Harold Roberts,Gambia,tree,film,1992,3755
Debbie Paul,Algeria,star,we,29,256
Henry Calderon,Denmark,course,role,557,2357
David Rose,Gabon,nice,best,692,2823
Christian Lam,Croatia,assume,draw,4355,2972
Glenn White,Ireland,toward,stand,5309,4248
Laura Morrow,Italy,standard,which,8687,554
Bethany Arias,Colombia,out,move,5395,3224
Kimberly Ruiz,Afghanistan,account,power,8608,3988
Mr. Timothy Hernandez,Comoros,me,law,1279,4516
Hannah Frazier,Comoros,crime,describe,2898,3519
Michael King,Republic,message,difficult,8888,3483
Robert Robinson,Costa Rica,development,stock,2884,3226
Timothy Robinson,Cuba,industry,star,1250,2320
Scott Lopez,Italy,lawyer,science,1947,38
Mr. David Nelson,Algeria,kind,successful,6788,2196
Mr. Matthew Carson MD,Cyprus,network,successful,6682,2837
Kristi Camacho,Germany,out,force,2650,3944
Kimberly Schultz,Costa Rica,range,medical,3199,3821
Casey Castillo,Congo,tough,middle,5629,4836
Melissa Perez,East Timor,tell,sometimes,9353,1760
Adrienne Harrington,Comoros,actually,individual,7886,2502
Matthew Espinoza,East Timor,much,almost,589,4749
Melissa Kramer,Dominica,control,everybody,3685,2330
Christina Blanchard,United Kingdom,race,wrong,6731,2170
Dustin Ramirez,Angola,shake,money,2781,3707
Katie Clark,Andorra,physical,network,6267,3483
Jason Rice,Argentina,think,threat,1078,839
Thomas Wilson,Algeria,thought,have,3468,1523
John Price,Algeria,interesting,could,8317,3402
Adrian Hernandez,Ecuador,meet,loss,1916,403
Trevor Smith,Croatia,president,foreign,6902,3122
Emily Clark,Italy,these,into,3685,3579
Matthew Mccall,Antigua,common,experience,1078,4966
Daniel Lee,Japan,simple,feeling,7190,473
Stephen Watkins,Ireland,food,five,1579,2549
Madison Davis,Gambia,voice,clear,7239,1928
Donald Moody,China,natural,east,5542,336
Amanda Faulkner,Andorra,system,dinner,574,1419
Robin White,China,out,play,7499,4022
Timothy Simmons,Egypt,interest,PM,9237,400
Ronald Goodman,Djibouti,now,contain,4427,2503
Rebecca Wiggins,Japan,true,position,3944,3337
Amy Lee,Denmark,in,or,9780,4262
Jason Ritter,Colombia,buy,choose,7636,4471
Kimberly Mathis,France,fall,part,7454,4784
Shari Williams,Angola,girl,prevent,1597,2419
Wendy Bowman,Comoros,news,someone,1204,1327
John Smith,Dominica,prove,prepare,9956,1266
Stephanie Gonzalez,Gabon,lawyer,century,300,3546
Jeffrey Dean,Denmark,fight,individual,8175,2159
Ashlee Smith,Afghanistan,my,director,4351,2472
Charles York,United States,she,left,919,3228
Dave Chaney,Dominica,rate,rise,9574,2220
Caitlin White,Czech,training,bit,8766,2317
Chad Duffy,Colombia,bad,forget,7399,2346
Eric Young,Costa Rica,such,middle,9900,1402
Marc Howell,China,simple,break,3329,1338
Suzanne Foley,Gambia,participant,lawyer,4536,573
Alex Hood,Ireland,card,usually,3663,2743
Chad Drake,East Timor,stand,foreign,2774,2242
Patrick Martin III,Colombia,no,whole,3558,3781
Daniel Cook,Colombia,while,suffer,7454,2016
Cassandra Garcia,Georgia,song,sport,850,828
Jorge Lawrence,Gambia,evidence,despite,2727,390
Cynthia Ruiz,Cyprus,resource,work,1102,3914
Morgan Rose,Republic,senior,hard,3523,447
Christopher Walker,Dominica,pick,five,1323,1082
Alec Chang,Comoros,think,religious,1605,1528
Stacie Perry,Antigua,anyone,network,1881,2543
Jesse Gilbert,Albania,responsibility,day,2152,3368
James Taylor,Gambia,instead,manager,7144,2572
John Lang,Argentina,detail,politics,4613,392
Chad Bright Jr.,Antigua,suggest,again,4799,3529
Martin Jones,Angola,worry,range,2842,205
Jennifer Patterson,Denmark,decision,reflect,5054,1710
Andrew Davidson,Costa Rica,best,positive,222,1356
Jeffrey Decker,Gabon,grow,party,5546,3003
Ashley Kim,Georgia,prove,here,2187,1073
Kelly Marshall,Antigua,action,deep,6641,272
Andrew Hill,Angola,more,director,5509,3197
Carolyn Powell,Denmark,fight,new,3344,1311
David Duran,Ireland,manager,we,3366,3033
Kristi Hall,Dominica,tend,cover,5750,1608
Maria Wallace,Italy,short,service,6372,3957
Samantha Mcneil DVM,Ecuador,hospital,or,5963,3075
Thomas Camacho,Albania,again,store,3439,665
Megan Gonzalez,Argentina,college,trip,9953,1806
Karen Frye,Korea South,with,newspaper,3266,4839
Rebecca Powers,Gabon,market,build,5233,488
Margaret Delgado,Denmark,pass,near,4070,1827
Cynthia Ross,Korea South,boy,economic,6503,4082
Levi Hall,Gabon,operation,tend,7478,1527
William Thompson,Angola,seven,listen,5660,199
David Singh,Andorra,better,gas,2431,3714
James Weiss,Denmark,manager,deep,2255,4975
Bryan Chapman,Argentina,democratic,kitchen,6120,3100
Adriana Thomas,Ireland,floor,interest,5270,3249
Amy Washington,Georgia,outside,author,7571,3891
David Medina,Republic,significant,interesting,1792,3057
Amber Johnson,Korea South,raise,either,350,3984
Mr. John Miller,Cyprus,enjoy,attention,2003,4983
James Johnson,Algeria,Republican,evidence,5057,3161
Ashley Lawrence,Gambia,ever,president,2032,496
Mary Bishop MD,Italy,back,go,7507,1830
Rachel Nguyen,Antigua,successful,write,384,4184
Melvin Owens,Djibouti,at,right,3362,946
Phillip Solis,Japan,bar,fact,5788,2456
Cindy Lewis,China,travel,stop,1328,4958
Catherine Berry,Gabon,individual,after,8787,2748
Andre Bright,Congo,base,bed,7073,1446
Dr. Caitlin Davis,Ireland,local,argue,2538,3855
Franklin Bates,Republic,age,change,4353,4191
Anthony Shaffer,Italy,speech,use,5826,4434
